SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
30,RAYALSEEMA,1968,0.1,5,12.2,33.1,25.2,44.5,67.6,12.5,164.8,105.5,62.5,41,574,5.1,70.5,289.4,209
31,TAMIL NADU & PONDICHERRY,1968,4.6,5.6,36.5,85.9,46.9,47.9,53.7,65,137.7,111.8,121.1,72.7,789.4,10.2,169.3,304.3,305.6
32,COASTAL KARNATAKA,1968,2,0,6.3,43.7,19.2,826.6,1550.5,456.3,304.9,221.4,30.1,0.1,3461.1,2,69.2,3138.3,251.6
33,NORTH INTERIOR KARNATAKA,1968,1.9,15.8,2.7,41.2,32.2,92.4,162.3,47.6,202.5,98.5,29.9,0.3,727.3,17.7,76.1,504.8,128.7
34,SOUTH INTERIOR KARNATAKA,1968,0,7.9,8.4,47.4,71.7,121,284,124.8,208.5,99.5,23.3,3.3,999.8,7.9,127.5,738.3,126.1
35,KERALA,1968,7.3,30.5,89.2,133.3,90,696.4,1308.9,380.7,325.4,178.9,119.4,32.7,3392.7,37.8,312.5,2711.4,331
36,LAKSHADWEEP ,1968,8.7,1.8,30.6,45.4,16.6,393.8,439.8,84.1,202.8,46.5,31.4,42.9,1344.4,10.5,92.6,1120.5,120.8
1,ANDAMAN & NICOBAR ISLANDS,1969,106.3,64.7,14.6,20.8,317.3,422.8,345.2,281.4,489.8,146.8,343.7,65.8,2619.2,171,352.7,1539.2,556.3
2,ARUNACHAL PRADESH,1969,19.2,10,33.8,127,202.3,412.3,405.1,333.9,241.4,42.9,34.8,15.1,1877.8,29.2,363.1,1392.7,92.8
3,ASSAM & MEGHALAYA,1969,25.1,1.6,100.8,182.5,272.7,635.1,530.6,490.8,201,80.9,28.4,1.8,2551.3,26.7,556,1857.5,111.1
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0,3610.1,22.5,387.9,3050.2,149.5
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1969,11.5,2.8,45.1,77.5,273.3,504.8,550.5,448.2,431.2,45.8,34.1,0,2424.8,14.3,395.9,1934.7,79.9
6,GANGETIC WEST BENGAL,1969,4.7,5.1,20.9,80.2,89,139.8,276.2,418,300.9,45.9,23.2,0.2,1404.1,9.8,190.1,1134.9,69.3
7,ORISSA,1969,0.7,1,4,27.3,80.7,158.6,432.5,293.5,197.7,41.8,38.9,6.4,1283.1,1.7,112,1082.3,87.1
8,JHARKHAND,1969,6.2,4,5,34.7,86.2,130.2,299.1,337.4,209.8,25.1,20.8,0.1,1158.6,10.2,125.9,976.5,46
9,BIHAR ,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.5,14.5,94.8,1140,39.2
10,EAST UTTAR PRADESH,1969,2.8,2.6,2.9,7,37.3,59.2,368.8,322.2,200.5,6.8,13.3,0,1023.4,5.4,47.2,950.7,20.1
11,WEST UTTAR PRADESH,1969,5.8,3,9.9,4.8,16.3,17.1,311.7,262.2,230.8,0.4,15.3,0,877.3,8.8,31,821.8,15.7
12,UTTARANCHAL,1969,79.6,43,49,60.6,77.1,89.7,381.1,482,345.2,25.3,0.2,1,1633.8,122.6,186.7,1298,26.5
13,"HARYANA, DELHI & CHANDIGARH",1969,1.4,6.5,9.2,3.2,21,11.1,127.8,135.4,166.8,0.2,0.5,0,483.1,7.9,33.4,441.1,0.7
14,PUNJAB ,1969,14.2,21.7,24.4,12,17.2,10.8,145.9,122.9,120.9,1.1,3.7,0,494.8,35.9,53.6,400.5,4.8
15,HIMACHAL PRADESH,1969,66,78.6,72.7,130.4,111,31,201.8,306.7,117.2,8.4,2.4,1.5,1127.7,144.6,314.1,656.7,12.3
16,JAMMU & KASHMIR,1969,89.5,148.7,119.7,174.2,101.1,30,150.9,175,41.6,57.2,3.8,0.8,1092.5,238.2,395,397.5,61.8
17,WEST RAJASTHAN ,1969,1,1.2,1.1,1,2.7,3,48.8,43.5,15.5,1,0.1,0,118.9,2.2,4.8,110.8,1.1
18,EAST  RAJASTHAN ,1969,3.6,1.1,1.7,2,5,16.7,226.3,254.2,115.8,0.1,1.9,0,628.4,4.7,8.7,613,2
19,WEST MADHYA PRADESH,1969,5.7,0.3,0,0.2,0.8,47.9,393.4,395.9,226.5,0,45.8,0.3,1116.8,6,1,1063.7,46.1
20,EAST MADHYA PRADESH,1969,8.3,2.7,1.1,0.7,9.7,41.7,553.4,392.8,198.3,0,33.2,0,1241.9,11,11.5,1186.2,33.2
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1969,0,0.1,0,0,0,100.8,322.6,153,197.7,0,8.2,4.2,786.6,0.1,0,774.1,12.4
22,SAURASHTRA KUTCH & DIU,1969,0,0.2,0,0,0,43.4,185.7,35.2,24.9,0.4,5.8,0.2,295.8,0.2,0,289.2,6.4
23,KOKAN & GOA,1969,0,0,0,1.1,2.4,649.9,1290.3,548.5,603.2,37.9,26.5,0.9,3160.7,0,3.5,3091.9,65.3
24,MADHYA MAHARASHTRA,1969,0.2,0,1.4,5.8,4,140.1,307.1,248.3,234,20.1,22.3,0.9,984.2,0.2,11.2,929.5,43.3
25,MARATWADA ,1969,0,0,0.2,0.1,2.7,120.8,222.6,148.3,277.1,14.7,38.1,0,824.6,0,3,768.8,52.8
26,VIDARBHA,1969,1.5,0,0.6,4,9.6,98.6,371,200,281.5,5.4,19.4,1.3,992.9,1.5,14.2,951.1,26.1
27,CHATTISGARH,1969,5.5,3.1,0.6,17.2,47.1,125.4,419.6,287.2,207.2,17.2,5.4,7.9,1143.4,8.6,64.9,1039.4,30.5
28,COSTAL ANDHRA PRADESH,1969,0.2,0.2,2.7,5,219.3,99.3,178.4,106.7,96.3,288.1,187.9,100,1284.1,0.4,227,480.7,576
29,TELENGANA,1969,1.7,0,2,5.7,80.8,89.2,239.1,175.3,230,61.4,62.9,22.5,970.6,1.7,88.5,733.6,146.8
30,RAYALSEEMA,1969,0,0,0.6,5,70.3,52.4,93.7,132.2,45.9,201.4,67.6,38,707.1,0,75.9,324.2,307
31,TAMIL NADU & PONDICHERRY,1969,1.5,7.2,3.5,32.1,57,30.4,60.9,139.7,36.8,275.1,190.5,127.1,961.8,8.7,92.6,267.8,592.7
32,COASTAL KARNATAKA,1969,0,0,1.2,44.8,49.9,704.8,1253.9,488.2,542.7,163.4,82.6,11.4,3342.9,0,95.9,2989.6,257.4
33,NORTH INTERIOR KARNATAKA,1969,0,0,4.1,14.9,40.6,89.4,151.1,159.2,121.5,113.7,33.5,1.3,729.3,0,59.6,521.2,148.5
34,SOUTH INTERIOR KARNATAKA,1969,0,0,2.4,38.4,102.6,100.7,289.6,214.7,103.8,174.1,50.8,27.4,1104.5,0,143.4,708.8,252.3
35,KERALA,1969,2.7,6.4,19.4,117.2,227.4,550.5,818.8,284.8,216.4,235.6,119.4,66.3,2664.9,9.1,364,1870.5,421.3
36,LAKSHADWEEP ,1969,30,4.1,0,63.3,237.9,125.6,149,225.3,95.9,162.3,157.5,165.2,1416.1,34.1,301.2,595.8,485
1,ANDAMAN & NICOBAR ISLANDS,1970,72.2,34,7.8,58.2,422.7,407.3,564.6,342.9,423.5,386.6,418.4,232.7,3370.9,106.2,488.7,1738.3,1037.7
2,ARUNACHAL PRADESH,1970,49.2,78.8,57.4,108.8,213.4,409.6,377.9,245.4,287.4,138.6,6.9,0,1973.4,128,379.6,1320.3,145.5
3,ASSAM & MEGHALAYA,1970,49.2,32.1,99.6,220.8,528.4,810.1,528.9,419.9,434.6,286.5,18.3,0.1,3428.5,81.3,848.8,2193.5,304.9
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1,4316.3,352.1,579.6,2841.3,543.3
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1970,18,13.4,7.6,162.5,162.7,556.6,731.2,425.4,560.8,60.7,3.3,0,2702.2,31.4,332.8,2274,64
6,GANGETIC WEST BENGAL,1970,10.8,15.1,30.8,16.8,63.5,323.2,285,219.8,472.6,195,15.8,0,1648.4,25.9,111.1,1300.6,210.8
7,ORISSA,1970,4.5,27.3,47.1,31.9,59.9,306.3,307.8,349,206.9,66.9,2.4,0.2,1410.2,31.8,138.9,1170,69.5
8,JHARKHAND,1970,24.3,16.6,28.1,8.4,29.7,182.5,300.1,253,381.2,66.9,1.5,0,1292.3,40.9,66.2,1116.8,68.4
9,BIHAR ,1970,22.1,13.4,3.2,17.9,39.2,194.6,284.2,235.6,229.5,34.5,0.4,0,1074.6,35.5,60.3,943.9,34.9
10,EAST UTTAR PRADESH,1970,31.3,41.3,8.4,2.1,30.3,178.1,197.9,226.1,365.5,51.2,0.1,0,1132.3,72.6,40.8,967.6,51.3
11,WEST UTTAR PRADESH,1970,38,45.2,9.5,0.1,15.5,129.4,133.7,316.4,161.7,16.9,0,0,866.4,83.2,25.1,741.2,16.9
12,UTTARANCHAL,1970,85.9,43.9,32.8,5.7,68.2,191.1,316.5,355.1,158,29.8,0.8,0.2,1288,129.8,106.7,1020.7,30.8
13,"HARYANA, DELHI & CHANDIGARH",1970,35.2,35.8,9.1,0,11,67.5,64,206.5,103.5,1.2,0,0,533.8,71,20.1,441.5,1.2
14,PUNJAB ,1970,40.1,20.6,7.3,0.3,12.8,119.8,75.4,260.7,109.4,4.2,0,0,650.6,60.7,20.4,565.3,4.2
15,HIMACHAL PRADESH,1970,116.5,39,37.9,7.3,43.5,163.2,223.4,280.4,164.4,6.6,0.2,0.3,1082.7,155.5,88.7,831.4,7.1
16,JAMMU & KASHMIR,1970,62.5,54.1,106,32.8,38.8,82.1,65.4,92.1,86.5,54.8,0,4.3,679.4,116.6,177.6,326.1,59.1
17,WEST RAJASTHAN ,1970,4.5,18.4,2.3,0.2,3.9,32.9,63,162.8,67.5,0.2,0,0,355.7,22.9,6.4,326.2,0.2
18,EAST  RAJASTHAN ,1970,6.8,25.9,1.8,0.1,5.9,90.1,147,318.2,116.4,4.6,0,0,716.8,32.7,7.8,671.7,4.6
19,WEST MADHYA PRADESH,1970,19.9,12.1,8.3,0.5,12.2,254.4,186.5,346.6,265.8,6.8,0,0,1113.1,32,21,1053.3,6.8
20,EAST MADHYA PRADESH,1970,60.6,29.4,36.3,1.4,12.5,198.2,268.5,481.2,250.6,3.6,0,0,1342.3,90,50.2,1198.5,3.6
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1970,0.1,0.9,0.1,0.1,5.8,264.1,262.8,495.7,325.1,6,0,0,1360.7,1,6,1347.7,6
22,SAURASHTRA KUTCH & DIU,1970,0.1,0,0.6,0.2,8.1,66.3,220.9,330.8,190.3,18.1,0.1,0,835.5,0.1,8.9,808.3,18.2
23,KOKAN & GOA,1970,0,0,0,1.5,73.9,960.6,1004.5,1179.4,316.8,84.1,0,0.2,3621,0,75.4,3461.3,84.3
24,MADHYA MAHARASHTRA,1970,1,0,0.6,17.9,39.1,195.4,200.1,254.9,161.3,70.9,0,0,941.2,1,57.6,811.7,70.9
25,MARATWADA ,1970,8.4,0,2.8,7.5,30.2,215.1,103.9,344.9,178.1,19.9,0,0,910.8,8.4,40.5,842,19.9
26,VIDARBHA,1970,15.9,1,18.3,4.2,17.5,304.1,211,435.6,223.3,9.6,0,0,1240.5,16.9,40,1174,9.6
27,CHATTISGARH,1970,12.2,11.7,43.3,18.9,23.4,239.9,456.5,451.7,235.6,19,0,0,1512.2,23.9,85.6,1383.7,19
28,COSTAL ANDHRA PRADESH,1970,1.5,7.5,17,13,88,136.4,147.1,225.5,108,191.6,16.1,0,951.7,9,118,617,207.7
29,TELENGANA,1970,5.2,1.1,7.2,20.7,53.5,196.4,133.6,333.1,169.2,33.9,0,0,953.9,6.3,81.4,832.3,33.9
30,RAYALSEEMA,1970,0.2,8,2.8,12.7,84.5,46.6,80.6,167.9,136.9,101.5,35.3,0.3,677.3,8.2,100,432,137.1
31,TAMIL NADU & PONDICHERRY,1970,15.9,18,9.2,61.8,85.4,51.6,88.9,98.5,102.4,195.1,199.9,15.3,942,33.9,156.4,341.4,410.3
32,COASTAL KARNATAKA,1970,0,0,2,30.9,260.4,843.7,1259.2,1130.5,328.7,157.8,28.7,0,4041.9,0,293.3,3562.1,186.5
33,NORTH INTERIOR KARNATAKA,1970,0.4,0.2,1,31.5,76.5,80.7,131.5,199.9,173.2,95.7,0,0,790.6,0.6,109,585.3,95.7
34,SOUTH INTERIOR KARNATAKA,1970,1.4,5.5,4.2,49.6,129.2,99.4,209.9,206.7,129.2,217.5,20.9,0.2,1073.7,6.9,183,645.2,238.6
35,KERALA,1970,12.9,17.6,25.8,132.7,289.1,535.3,558.1,554.8,212.5,278.3,80.5,5.7,2703.3,30.5,447.6,1860.7,364.5
36,LAKSHADWEEP ,1970,18.7,6.3,13.8,32.3,164.9,322.1,484.4,284.6,228.9,126.9,81.2,18.9,1783,25,211,1320,227
1,ANDAMAN & NICOBAR ISLANDS,1971,41.5,32.8,37.7,35.3,398,394.6,421.1,327.9,470.2,505.3,178.4,155.9,2998.7,74.3,471,1613.8,839.6
2,ARUNACHAL PRADESH,1971,56,67.8,47.1,121.8,222.4,460.9,385.5,288.2,239.6,235.1,67.8,7.3,2199.5,123.8,391.3,1374.2,310.2
3,ASSAM & MEGHALAYA,1971,34.5,17,38.7,174.8,252.4,537.4,444.6,522.6,242,206,83.5,10.8,2564.3,51.5,465.9,1746.6,300.3
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1971,28.4,67.6,12.4,312.6,248,543.2,624,553.1,421.2,171.3,94.6,4.5,3080.9,96,573,2141.5,270.4
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1971,42.8,34.7,89.1,228.3,244.2,688.2,518.9,466.6,332.5,314,24,1.7,2985,77.5,561.6,2006.2,339.7
6,GANGETIC WEST BENGAL,1971,30.6,14.2,4.8,174.2,122.1,260.3,472.5,573.4,252.8,163.5,31.4,0,2099.8,44.8,301.1,1559,194.9
7,ORISSA,1971,16.1,23.5,1.9,76.9,89.6,290.8,290.9,411,171.5,229.9,2.1,0,1604.2,39.6,168.4,1164.2,232
8,JHARKHAND,1971,43.4,24.3,2.1,95.6,83.5,272.3,503.1,526.1,237.5,104,6.7,0.1,1898.7,67.7,181.2,1539,110.8
9,BIHAR ,1971,17.3,14.6,5.1,91.4,81.5,278,307,367.9,129.2,138.6,1.9,0,1432.5,31.9,178,1082.1,140.5
10,EAST UTTAR PRADESH,1971,15.7,12.6,7.1,40.2,54.5,202.9,295.3,386.7,221.8,77.5,0.5,0,1314.8,28.3,101.8,1106.7,78
11,WEST UTTAR PRADESH,1971,10.9,12.5,2.9,11.5,45,138.4,283.2,281.5,126.1,84,6.2,0,1002.2,23.4,59.4,829.2,90.2
12,UTTARANCHAL,1971,52.1,101.4,44.9,69,274.6,297.4,335.7,375.9,155.3,80,22,0.3,1808.6,153.5,388.5,1164.3,102.3
13,"HARYANA, DELHI & CHANDIGARH",1971,17,18.9,1,7.4,58.7,60.2,149.6,259.2,50.1,12.5,1.8,0,636.4,35.9,67.1,519.1,14.3
14,PUNJAB ,1971,5.2,42,3.3,11.8,42.6,99,251.4,255.9,27.2,1.6,8.1,0,748.1,47.2,57.7,633.5,9.7
15,HIMACHAL PRADESH,1971,53.1,76.5,13.7,57.5,71.8,252.7,352.8,301.2,67,13.8,12.2,2.6,1274.9,129.6,143,973.7,28.6
16,JAMMU & KASHMIR,1971,31.5,129,10.8,108,28.2,89.1,115.3,180.8,12.6,3.6,29.7,22.8,761.4,160.5,147,397.8,56.1
17,WEST RAJASTHAN ,1971,3.4,0.4,0.2,1.1,23.9,69.9,83.7,46.4,20.5,2.2,0,0,251.7,3.8,25.2,220.5,2.2
18,EAST  RAJASTHAN ,1971,2.9,0.7,0.1,1.2,33.6,172.5,287.8,153.8,115.1,14,0.6,0,782.3,3.6,34.9,729.2,14.6
19,WEST MADHYA PRADESH,1971,5.4,2,1.2,2.8,17.7,183.9,446.9,220.3,209.6,45.6,0.2,0,1135.6,7.4,21.7,1060.7,45.8
20,EAST MADHYA PRADESH,1971,34.6,8.3,11.4,13.6,30,356.6,507.9,286.3,159.2,110.9,0,0,1518.8,42.9,55,1310,110.9
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1971,0,0.1,0,0.3,5.3,180.1,250,191.7,136.2,4.7,0,0,768.4,0.1,5.6,758,4.7
22,SAURASHTRA KUTCH & DIU,1971,0.3,0,0,0.2,2.3,145.3,180.5,136.2,49.9,1,0,0,515.7,0.3,2.5,511.9,1
23,KOKAN & GOA,1971,0,0,0,0.3,79.6,998.5,661.3,596.8,370.6,39.9,0.9,0,2747.9,0,79.9,2627.2,40.8
24,MADHYA MAHARASHTRA,1971,0,0,0.1,3.8,43.3,155.6,124.9,204,185.6,56,0,0,773.3,0,47.2,670.1,56
25,MARATWADA ,1971,0.2,0.1,1.3,0.1,38.8,83.2,24.3,220,131.5,108.4,0,0,607.9,0.3,40.2,459,108.4
26,VIDARBHA,1971,3.7,12.8,21.2,12.4,26.7,193.6,124.3,259.2,119.5,108.9,0,0,882.3,16.5,60.3,696.6,108.9
27,CHATTISGARH,1971,20.1,24.8,11.4,49.4,69.4,384.1,354.3,398.3,127.9,89.2,4.7,0,1533.6,44.9,130.2,1264.6,93.9
28,COSTAL ANDHRA PRADESH,1971,2.1,19.3,20.4,88.3,72.4,73.7,79.2,151.3,179.1,198.4,18,4.2,906.4,21.4,181.1,483.3,220.6
29,TELENGANA,1971,3.8,9.2,9.1,16,43,122.3,84.5,144.5,101.7,135.2,0.2,0,669.5,13,68.1,453,135.4
30,RAYALSEEMA,1971,2.4,3.4,15.1,21.1,48.2,31.6,46.2,96,91.1,157.9,25,13.7,551.7,5.8,84.4,264.9,196.6
31,TAMIL NADU & PONDICHERRY,1971,19.3,11.1,37.8,40.6,75.7,46.9,87.2,127.8,109,221.3,71.3,199.6,1047.6,30.4,154.1,370.9,492.2
32,COASTAL KARNATAKA,1971,0,0.1,0.4,23.5,268.3,1113.2,1017,532.6,215.6,55.2,7,2.5,3235.4,0.1,292.2,2878.4,64.7
33,NORTH INTERIOR KARNATAKA,1971,0.9,0,0.3,23.9,69.3,102.2,53.7,121,109,131.2,0.6,0,612.1,0.9,93.5,385.9,131.8
34,SOUTH INTERIOR KARNATAKA,1971,1.9,4.6,2.8,38.2,100.1,204.5,175.1,180,161.5,122.4,17.1,10.2,1018.4,6.5,141.1,721.1,149.7
35,KERALA,1971,31.6,18.5,20,113,317.5,889.6,648.6,385.2,331.2,220.9,38.3,62.3,3076.7,50.1,450.5,2254.6,321.5
36,LAKSHADWEEP ,1971,3.8,12.3,5.4,25,271.6,333.9,308.1,349.6,281.8,113.8,63,133.1,1901.4,16.1,302,1273.4,309.9
1,ANDAMAN & NICOBAR ISLANDS,1972,13.7,1.7,7.5,178.3,420.2,470,544.6,384.9,444.5,263.8,413.9,180,3323.1,15.4,606,1844,857.7
2,ARUNACHAL PRADESH,1972,39.2,114.2,108.3,231.5,299.5,314.4,438.3,270.7,334.5,83.3,25.9,21.5,2281.3,153.4,639.3,1357.9,130.7
3,ASSAM & MEGHALAYA,1972,16.5,38.8,103.1,241.7,325.3,641.5,475.4,277.2,243.7,108.1,3.2,4.7,2479.2,55.3,670.1,1637.8,116
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1972,4.5,46.3,32.8,145,169.1,235.6,262.7,270.8,129.6,45,12.5,0,1353.9,50.8,346.9,898.7,57.5
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1972,10.8,44.2,71.3,167.5,336.3,462.2,527.3,316.9,361.6,88.6,14.6,1.7,2403,55,575.1,1668,104.9
6,GANGETIC WEST BENGAL,1972,2.8,43.1,4.1,16.4,25.1,125.9,288.3,543.2,222.5,59.7,2.1,0,1333.2,45.9,45.6,1179.9,61.8
7,ORISSA,1972,0,22,2.6,25.9,16.3,133.9,333.9,383.4,282.7,83.1,40.9,0.3,1325,22,44.8,1133.9,124.3
8,JHARKHAND,1972,8.6,46.5,0.2,9.1,3.2,75.9,248.5,352.7,175.1,54.4,21.6,0.4,996.2,55.1,12.5,852.2,76.4
9,BIHAR ,1972,12.9,38,2.7,3.2,3.4,56.7,163.4,154.9,209.7,48.4,24.6,0,717.9,50.9,9.3,584.7,73
10,EAST UTTAR PRADESH,1972,9.7,23.3,3.1,1.1,1,26.9,186,207.5,167.7,24.5,14.7,0.4,665.9,33,5.2,588.1,39.6
11,WEST UTTAR PRADESH,1972,4,26.4,4.5,3.1,0.4,31.7,166.1,211.2,118.4,7.5,9.4,1.5,584.2,30.4,8,527.4,18.4
12,UTTARANCHAL,1972,30.3,91.4,44.7,50.4,7.4,62.4,312.4,218.6,212.1,18.8,8,17,1073.5,121.7,102.5,805.5,43.8
13,"HARYANA, DELHI & CHANDIGARH",1972,7.3,11.8,5.7,12.1,0.2,24.4,133.7,179.2,13.4,8.1,33,3.1,432,19.1,18,350.7,44.2
14,PUNJAB ,1972,9.1,31.9,10.8,6.5,0.1,23.8,192.9,132.3,26.1,7.9,19.6,10.1,471.1,41,17.4,375.1,37.6
15,HIMACHAL PRADESH,1972,55,77,55,82.1,21.3,43.8,184.2,159.9,57.6,31.1,21.3,54,842.3,132,158.4,445.5,106.4
16,JAMMU & KASHMIR,1972,79.7,146.2,173.7,127.7,79.5,30.5,127.7,138.1,62.8,93.3,31.9,102.1,1193.2,225.9,380.9,359.1,227.3
17,WEST RAJASTHAN ,1972,1.1,0.8,0,2.4,1.4,35,39.1,102.4,2.2,0.5,0.6,0.4,185.9,1.9,3.8,178.7,1.5
18,EAST  RAJASTHAN ,1972,0.4,4.4,0,1.1,0.8,71.6,84.5,262.3,21.8,3.3,3.3,0.1,453.6,4.8,1.9,440.2,6.7
19,WEST MADHYA PRADESH,1972,0.1,3.7,0.1,0.1,1.9,92,161.5,421.3,74.4,3.9,10.1,1.1,770.2,3.8,2.1,749.2,15.1
20,EAST MADHYA PRADESH,1972,0.4,10.4,0.1,2.3,0.2,54.1,207.7,555.7,140.8,25.4,34.9,6.2,1038.2,10.8,2.6,958.3,66.5
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1972,0.1,1.9,0,0,1.7,85.5,212.7,182,23.8,0.2,0,0,507.9,2,1.7,504,0.2
22,SAURASHTRA KUTCH & DIU,1972,0,3.1,0,0,0.3,83.3,93.6,24.3,4.1,0.5,0,0,209.2,3.1,0.3,205.3,0.5
23,KOKAN & GOA,1972,0,0.1,0,0.6,10.7,633.9,742.6,321.7,140.4,8.6,24.5,0,1883.1,0.1,11.3,1838.6,33.1
24,MADHYA MAHARASHTRA,1972,0,0.2,0,4,13.8,90.4,195.1,99.3,88.1,7.3,21.6,0.1,519.9,0.2,17.8,472.9,29
25,MARATWADA ,1972,0,0,0,0.1,3,115.1,41.9,85.3,65.3,4.2,28.4,3.8,347.1,0,3.1,307.6,36.4
26,VIDARBHA,1972,0,1.1,0,3.8,3.4,139.8,197.7,280.8,60.7,20.9,28.5,4.2,740.9,1.1,7.2,679,53.6
27,CHATTISGARH,1972,0.1,17.3,1.2,17.8,6,132.5,313,368.9,225.9,53.7,33.6,3.6,1173.6,17.4,25,1040.3,90.9
28,COSTAL ANDHRA PRADESH,1972,0.2,22.1,0,20.5,23.6,112.6,90.1,60.8,145.9,336.9,127.8,59.3,999.8,22.3,44.1,409.4,524
29,TELENGANA,1972,0,6.4,0,17.3,11.8,141.5,153.8,78.1,77.6,62.5,57.1,2.6,608.7,6.4,29.1,451,122.2
30,RAYALSEEMA,1972,1.7,0.6,0,13,85.5,90.1,28.2,19.8,131.6,177,78,57.4,682.9,2.3,98.5,269.7,312.4
31,TAMIL NADU & PONDICHERRY,1972,4,1.2,1,14,151.1,55.1,49.2,42.7,175.3,273.1,126,200.6,1093.3,5.2,166.1,322.3,599.7
32,COASTAL KARNATAKA,1972,0,0.5,0.2,17,153.4,716.9,1068.8,522.9,131.2,201.6,38.7,5.8,2857,0.5,170.6,2439.8,246.1
33,NORTH INTERIOR KARNATAKA,1972,0,2.4,1.3,19.5,45.9,79.4,100.8,40.7,126.3,47.2,34.4,1.4,499.3,2.4,66.7,347.2,83
34,SOUTH INTERIOR KARNATAKA,1972,0,1.1,0.1,26.8,190.8,154.1,213.9,96.6,177,136.1,26.7,41.4,1064.6,1.1,217.7,641.6,204.2
35,KERALA,1972,2.6,7.5,2.5,87.5,436,401.8,714.4,294.9,185.7,351.5,140.5,114.3,2739.2,10.1,526,1596.8,606.3
36,LAKSHADWEEP ,1972,0,1.1,0,11.4,81.3,349.2,197.3,172.5,152,219.2,94.2,9.4,1287.6,1.1,92.7,871,322.8
1,ANDAMAN & NICOBAR ISLANDS,1973,18.1,20.3,30.5,29.6,418.6,488.6,371.4,370.3,357.5,247.2,349.8,289.1,2991,38.4,478.7,1587.8,886.1
2,ARUNACHAL PRADESH,1973,136.4,147.1,82.3,215.3,256.5,571.1,284.8,271.3,258.3,110.2,88.9,35.4,2457.6,283.5,554.1,1385.5,234.5
3,ASSAM & MEGHALAYA,1973,9.9,80.7,29.5,269.2,355.3,719.9,414.1,410.7,383.1,132.9,76.3,39.4,2921,90.6,654,1927.8,248.6
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1973,16.5,45.6,29.5,133.4,329.9,389.8,265.8,327.6,228,154.5,163.9,43.6,2128.1,62.1,492.8,1211.2,362
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1973,16.6,52,54.5,94,335.2,631,390.2,387.5,399.8,298.4,13,4.7,2676.9,68.6,483.7,1808.5,316.1
6,GANGETIC WEST BENGAL,1973,1.3,8.9,67.6,26,134.2,204.2,304.9,335,401.6,206.6,20.9,23.9,1735.1,10.2,227.8,1245.7,251.4
7,ORISSA,1973,1.7,5.7,33.4,8.7,67.5,103.2,434.9,380.9,266.5,244.7,13.3,13,1573.5,7.4,109.6,1185.5,271
8,JHARKHAND,1973,10.6,15.2,23.9,7.1,56.4,184.3,224.3,294.6,365.4,245.1,13.7,0.6,1441.2,25.8,87.4,1068.6,259.4
9,BIHAR ,1973,22.9,10.2,3.8,4.4,65,200.9,185.1,258.9,271.4,158.2,8.3,0,1189.1,33.1,73.2,916.3,166.5
10,EAST UTTAR PRADESH,1973,11.7,18.3,0.7,0,17.9,119.7,245.1,257.8,174.5,112.8,0.1,0.1,958.7,30,18.6,797.1,113
11,WEST UTTAR PRADESH,1973,7.6,12.7,2.5,0,8,79.9,265.5,292,87.1,51,0.1,1.6,808,20.3,10.5,724.5,52.7
12,UTTARANCHAL,1973,72.9,65.7,47.7,1.8,44.7,254.3,265,296.9,129.4,46.6,1.6,9.2,1235.8,138.6,94.2,945.6,57.4
13,"HARYANA, DELHI & CHANDIGARH",1973,15.2,4.9,3.3,0.5,32.5,74,120.1,185.2,55.3,18.4,0,9,518.4,20.1,36.3,434.6,27.4
14,PUNJAB ,1973,26,32.4,8.2,1.8,41.2,111.4,170.5,256.3,43.3,19.6,0,32.4,743.1,58.4,51.2,581.5,52
15,HIMACHAL PRADESH,1973,116.8,80.6,68.4,15.7,40,99.1,167.8,213.9,86.3,32.1,5.4,29.1,955.2,197.4,124.1,567.1,66.6
16,JAMMU & KASHMIR,1973,158.7,97.1,153.6,65.8,56.8,26.4,180.5,310.6,42.5,20.3,0,52.9,1165.2,255.8,276.2,560,73.2
17,WEST RAJASTHAN ,1973,0.6,0.4,0,0,10.9,15.8,64.8,311.3,48.8,0.4,0,1.8,454.8,1,10.9,440.7,2.2
